,GameID,SeasonID,HomeID,AwayID,WinID,LossID,HomePts,AwayPts,GameDate,Home,Home3PM,Home3PA,Away,Away3PM,Away3PA,HomeWin,AwayWin,3PAResult,3PAABS,3PMResult,3PMABS,3P%Result,3P%ABS
2181,2011121027,7,27,16,27,16,76,74,12/10/2011,Goldey-Beacom,5,11,Dominican (N.Y.),8,17,1,0,0,6,0,3,0,1.6
2241,2012011412,7,12,8,12,8,83,71,1/14/2012,Saint Anselm,7,16,Assumption,10,22,1,0,0,6,0,3,0,1.7
1064,201702019,12,9,15,15,9,101,108,2/1/2017,Bentley,14,25,Stonehill,11,19,0,1,0,6,0,3,1,1.9
1311,201901301,14,1,12,12,1,82,92,1/30/2019,Saint Rose,12,28,Saint Anselm,9,22,0,1,0,6,0,3,0,2
1343,201902263,14,3,2,3,2,82,78,2/26/2019,American Int'l,11,29,Adelphi,14,35,1,0,0,6,0,3,0,2.1
2354,2012021813,7,13,12,13,12,66,65,2/18/2012,Saint Michael's,7,17,Saint Anselm,10,23,1,0,0,6,0,3,0,2.3
3004,2014021539,9,39,31,39,31,92,83,2/15/2014,Molloy,6,16,St. Thomas Aquinas,9,22,1,0,0,6,0,3,0,3.4
615,201311171,9,1,28,1,28,73,65,11/17/2013,Saint Rose,4,10,Chestnut Hill,7,16,1,0,0,6,0,3,0,3.8
5038,20090128233,4,34,2,34,2,67,61,1/28/2009,LIU Post,5,14,Adelphi,8,20,1,0,0,6,0,3,0,4.3
4544,2018021630,13,30,39,30,39,102,98,2/16/2018,Daemen,7,26,Molloy,10,32,1,0,0,6,0,3,0,4.4
4029,2017011435,12,35,38,38,35,74,80,1/14/2017,Mercy,8,21,Dist. Columbia,5,15,0,1,0,6,0,3,0,4.8
3393,2015022126,10,26,20,26,20,90,75,2/21/2015,USciences,3,8,Bloomfield,6,14,1,0,0,6,0,3,0,5.4
4297,2017120524,13,24,28,24,28,66,61,12/5/2017,Jefferson,5,18,Chestnut Hill,8,24,1,0,0,6,0,3,0,5.5
2232,2012011025,7,25,28,25,28,70,67,1/10/2012,Holy Family,5,19,Chestnut Hill,8,25,1,0,0,6,0,3,0,5.7
1691,2010011014,5,14,3,14,3,67,61,1/10/2010,So. New Hampshire,4,13,American Int'l,7,19,1,0,0,6,0,3,0,6
2666,2013021927,8,27,24,24,27,66,77,2/19/2013,Goldey-Beacom,7,21,Jefferson,4,15,0,1,0,6,0,3,0,6.6
1842,2010111328,6,28,7,7,28,57,77,11/13/2010,Chestnut Hill,7,23,So. Connecticut,4,17,0,1,0,6,0,3,0,6.9
1961,2011011525,6,25,24,24,25,61,75,1/15/2011,Holy Family,7,23,Jefferson,4,17,0,1,0,6,0,3,0,6.9
4310,2017120926,13,26,28,26,28,64,56,12/9/2017,USciences,3,10,Chestnut Hill,6,16,1,0,0,6,0,3,0,7.5
1749,2010013035,5,35,39,39,35,93,106,1/30/2010,Mercy,6,18,Molloy,3,12,0,1,0,6,0,3,0,8.3
1112,201711159,13,9,15,9,15,89,86,11/15/2017,Bentley,3,12,Stonehill,6,18,1,0,0,6,0,3,0,8.3
1491,2009012417,4,17,20,20,17,68,87,1/24/2009,Felician,6,21,Bloomfield,3,15,0,1,0,6,0,3,0,8.6
3125,2014112939,10,39,22,39,22,70,62,11/29/2014,Molloy,3,14,Nyack,6,20,1,0,0,6,0,3,0,8.6
614,201311165,9,5,21,5,21,73,42,11/16/2013,New Haven,2,13,Concordia (N.Y.),5,19,1,0,0,6,0,3,0,10.9
82,200901203,4,3,14,3,14,62,59,1/20/2009,American Int'l,2,9,So. New Hampshire,5,15,1,0,0,6,0,3,0,11.1
5215,20151129110,11,24,5,24,5,61,50,11/29/2015,Jefferson,2,10,New Haven,5,16,1,0,0,6,0,3,0,11.3
1989,2011012911,6,11,5,11,5,89,70,1/29/2011,Merrimack,13,27,New Haven,10,21,1,0,1,6,1,3,1,0.5
320,201101198,6,8,10,8,10,86,72,1/19/2011,Assumption,11,23,Franklin Pierce,8,17,1,0,1,6,1,3,1,0.7
2493,2012121918,8,18,20,20,18,81,89,12/19/2012,Caldwell,7,15,Bloomfield,10,21,0,1,1,6,1,3,1,0.9
3765,2016021829,11,29,24,24,29,43,65,2/18/2016,Georgian Court,6,13,Jefferson,9,19,0,1,1,6,1,3,1,1.2
1029,201701074,12,4,8,4,8,83,59,1/7/2017,Le Moyne,12,27,Assumption,9,21,1,0,1,6,1,3,1,1.5
2226,2012010722,7,22,25,25,22,71,77,1/7/2012,Nyack,9,23,Holy Family,12,29,0,1,1,6,1,3,1,2.3
2196,2011122157,6,34,39,34,39,75,53,1/22/2011,LIU Post,10,24,Molloy,7,18,1,0,1,6,1,3,1,2.8
3973,2017010233,12,33,2,2,33,85,90,1/2/2017,Roberts Wesleyan,8,22,Adelphi,11,28,0,1,1,6,1,3,1,2.9
4383,2018010634,13,34,37,34,37,68,58,1/6/2018,LIU Post,11,31,Queens (N.Y.),8,25,1,0,1,6,1,3,1,3.5
4343,2017123013,13,13,30,13,30,83,82,12/30/2017,Saint Michael's,11,32,Daemen,8,26,1,0,1,6,1,3,1,3.6
19,200811152,4,2,19,19,2,68,73,11/15/2008,Adelphi,6,17,Post,9,23,0,1,1,6,1,3,1,3.8
5009,20081115515,4,2,19,19,2,68,73,11/15/2008,Adelphi,6,17,Post,9,23,0,1,1,6,1,3,1,3.8
4471,2018012736,13,36,34,34,36,79,92,1/27/2018,NYIT,7,22,LIU Post,10,28,0,1,1,6,1,3,1,3.9
5053,20090221235,4,37,36,37,36,84,72,2/21/2009,Queens (N.Y.),9,25,NYIT,6,19,1,0,1,6,1,3,1,4.4
3752,2016021336,11,36,39,39,36,79,86,2/13/2016,NYIT,6,20,Molloy,9,26,0,1,1,6,1,3,1,4.6
548,201301098,8,8,9,8,9,69,58,1/9/2013,Assumption,9,27,Bentley,6,21,1,0,1,6,1,3,1,4.7
5050,20090218242,4,35,2,2,35,47,76,2/18/2009,Mercy,5,15,Adelphi,8,21,0,1,1,6,1,3,1,4.8
3022,2014022210,9,10,11,10,11,77,69,2/22/2014,Franklin Pierce,8,23,Merrimack,5,17,1,0,1,6,1,3,1,5.4
3679,2016012739,11,39,35,39,35,96,81,1/27/2016,Molloy,8,23,Mercy,5,17,1,0,1,6,1,3,1,5.4
1947,2011011110,6,10,5,10,5,50,46,1/11/2011,Franklin Pierce,8,24,New Haven,5,18,1,0,1,6,1,3,1,5.5
521,201212047,8,7,4,7,4,76,52,12/4/2012,So. Connecticut,8,26,Le Moyne,5,20,1,0,1,6,1,3,1,5.8
2441,2012112816,8,16,18,16,18,77,63,11/28/2012,Dominican (N.Y.),7,21,Caldwell,4,15,1,0,1,6,1,3,1,6.6
248,201011137,6,7,28,7,28,77,57,11/13/2010,So. Connecticut,7,23,Chestnut Hill,4,17,1,0,1,6,1,3,1,6.9
404,201112063,7,3,5,5,3,43,63,12/6/2011,American Int'l,4,17,New Haven,7,23,0,1,1,6,1,3,1,6.9
2780,2013113023,9,23,36,36,23,83,85,11/30/2013,Wilmington (Del.),4,17,NYIT,7,23,0,1,1,6,1,3,1,6.9
2062,2011021927,6,27,17,27,17,79,71,2/19/2011,Goldey-Beacom,6,16,Felician,3,10,1,0,1,6,1,3,1,7.5
752,201412038,10,8,15,15,8,46,57,12/3/2014,Assumption,3,11,Stonehill,6,17,0,1,1,6,1,3,1,8
2426,2012111816,8,16,8,8,16,52,64,11/18/2012,Dominican (N.Y.),3,11,Assumption,6,17,0,1,1,6,1,3,1,8
1771,2010020919,5,19,21,19,21,75,66,2/9/2010,Post,6,18,Concordia (N.Y.),3,12,1,0,1,6,1,3,1,8.3
1492,2009012420,4,20,17,20,17,78,60,1/24/2009,Bloomfield,6,21,Felician,3,15,1,0,1,6,1,3,1,8.6
3322,2015020431,10,31,37,31,37,86,55,2/4/2015,St. Thomas Aquinas,6,20,Queens (N.Y.),3,14,1,0,1,6,1,3,1,8.6
3468,2015111812,11,12,14,12,14,76,58,11/18/2015,Saint Anselm,5,22,So. New Hampshire,2,16,1,0,1,6,1,3,1,10.2
3402,2015022413,10,13,11,11,13,78,84,2/24/2015,Saint Michael's,10,37,Merrimack,13,31,0,1,0,6,1,3,1,14.9
405,201112066,7,6,2,2,6,52,57,12/6/2011,Pace,1,10,Adelphi,4,16,0,1,1,6,1,3,1,15
1589,2009112131,5,31,22,31,22,62,61,11/21/2009,St. Thomas Aquinas,4,14,Nyack,1,8,1,0,1,6,1,3,1,16.1
109,200902147,4,7,15,15,7,50,70,2/14/2009,So. Connecticut,1,6,Stonehill,4,12,0,1,1,6,1,3,1,16.6
935,201602063,11,3,4,3,4,72,59,2/6/2016,American Int'l,10,22,Le Moyne,7,28,1,0,0,6,1,3,1,20.5
4706,2018120838,14,38,35,35,38,58,69,12/8/2018,Dist. Columbia,1,21,Mercy,4,15,0,1,0,6,1,3,1,21.9
3717,2016020627,11,27,21,27,21,79,76,2/6/2016,Goldey-Beacom,11,21,Concordia (N.Y.),8,27,1,0,0,6,1,3,1,22.8
740,201411226,10,6,5,5,6,56,74,11/22/2014,Pace,4,23,New Haven,7,17,0,1,0,6,1,3,1,23.8
4041,2017011822,12,22,20,20,22,75,85,1/18/2017,Nyack,6,24,Bloomfield,9,18,0,1,0,6,1,3,1,25
316,201101193,6,3,15,3,15,87,84,1/19/2011,American Int'l,8,16,Stonehill,5,22,1,0,0,6,1,3,1,27.3
1300,201901233,14,3,8,8,3,62,73,1/23/2019,American Int'l,5,22,Assumption,8,16,0,1,0,6,1,3,1,27.3
1574,2009111518,5,18,4,4,18,48,63,11/15/2009,Caldwell,4,20,Le Moyne,7,14,0,1,0,6,1,3,1,30
1751,2010020219,5,19,22,22,19,88,91,2/2/2010,Post,2,17,Nyack,5,11,0,1,0,6,1,3,1,33.7
2396,2012110922,8,22,6,6,22,54,77,11/9/2012,Nyack,3,17,Pace,6,11,0,1,0,6,1,3,1,36.9
1778,2010021315,5,15,13,15,13,76,61,2/13/2010,Stonehill,5,11,Saint Michael's,9,17,1,0,0,6,0,4,0,7.4
3427,2015030412,10,12,13,12,13,80,68,3/4/2015,Saint Anselm,7,22,Saint Michael's,11,28,1,0,0,6,0,4,0,7.5
3710,2016020611,11,11,12,11,12,90,81,2/6/2016,Merrimack,6,19,Saint Anselm,10,25,1,0,0,6,0,4,0,8.4
3220,2015010722,10,22,21,21,22,77,85,1/7/2015,Nyack,10,24,Concordia (N.Y.),6,18,0,1,0,6,0,4,0,8.4
4402,2018011233,13,33,36,33,36,91,81,1/12/2018,Roberts Wesleyan,5,14,NYIT,9,20,1,0,0,6,0,4,0,9.3
2245,2012011425,7,25,23,23,25,66,73,1/14/2012,Holy Family,9,22,Wilmington (Del.),5,16,0,1,0,6,0,4,0,9.6
4920,2019021618,14,18,25,18,25,69,65,2/16/2019,Caldwell,5,19,Holy Family,9,25,1,0,0,6,0,4,0,9.7
2955,2014020133,9,33,36,33,36,68,66,2/1/2014,Roberts Wesleyan,4,19,NYIT,8,25,1,0,0,6,0,4,0,10.9
2811,2013121423,9,23,25,25,23,66,75,12/14/2013,Wilmington (Del.),8,23,Holy Family,4,17,0,1,0,6,0,4,0,11.3
1717,2010012119,5,19,32,32,19,72,86,1/21/2010,Post,8,21,Bridgeport,4,15,0,1,0,6,0,4,0,11.4
1720,2010012132,5,32,19,19,32,77,81,1/21/2010,Bridgeport,8,21,Post,4,15,0,1,0,6,0,4,0,11.4
3859,2016111920,12,20,38,20,38,86,80,11/19/2016,Bloomfield,3,19,Dist. Columbia,7,25,1,0,0,6,0,4,0,12.2
2386,2012030320,7,20,27,20,27,62,50,3/3/2012,Bloomfield,3,16,Goldey-Beacom,7,22,1,0,0,6,0,4,0,13
2905,2014012216,9,16,18,18,16,73,74,1/22/2014,Dominican (N.Y.),6,19,Caldwell,2,13,0,1,0,6,0,4,0,16.2
2468,2012120816,8,16,26,16,26,62,51,12/8/2012,Dominican (N.Y.),2,10,USciences,6,16,1,0,0,6,0,4,0,17.5
1788,2010021715,5,15,12,15,12,58,56,2/17/2010,Stonehill,2,9,Saint Anselm,6,15,1,0,0,6,0,4,0,17.8
4165,2017022112,12,12,14,12,14,95,87,2/21/2017,Saint Anselm,9,31,So. New Hampshire,13,25,1,0,1,6,0,4,0,23
4266,2017112629,13,29,3,3,29,55,64,11/26/2017,Georgian Court,6,15,American Int'l,2,21,0,1,1,6,0,4,0,30.5
3223,2015010726,10,26,28,26,28,74,56,1/7/2015,USciences,0,5,Chestnut Hill,4,11,1,0,0,6,0,4,0,36.4
2197,2011122925,7,25,15,15,25,71,86,12/29/2011,Holy Family,11,22,Stonehill,15,28,0,1,1,6,1,4,1,3.6
3056,2014030212,9,12,9,12,9,79,78,3/2/2014,Saint Anselm,14,30,Bentley,10,24,1,0,1,6,1,4,1,5
2292,2012012821,7,21,26,21,26,85,75,1/28/2012,Concordia (N.Y.),12,24,USciences,8,18,1,0,1,6,1,4,1,5.6
3239,2015011319,10,19,21,19,21,85,70,1/13/2015,Post,10,18,Concordia (N.Y.),6,12,1,0,1,6,1,4,1,5.6
4802,2019011625,14,25,28,25,28,90,77,1/16/2019,Holy Family,12,24,Chestnut Hill,8,18,1,0,1,6,1,4,1,5.6
2859,2014010823,9,23,24,24,23,85,90,1/8/2014,Wilmington (Del.),7,15,Jefferson,11,21,0,1,1,6,1,4,1,5.7
1138,201712099,13,9,12,12,9,86,88,12/9/2017,Bentley,8,21,Saint Anselm,12,27,0,1,1,6,1,4,1,6.3
3251,2015011712,10,12,6,12,6,95,70,1/17/2015,Saint Anselm,11,26,Pace,7,20,1,0,1,6,1,4,1,7.3
922,201601267,11,7,8,7,8,96,76,1/26/2016,So. Connecticut,11,27,Assumption,7,21,1,0,1,6,1,4,1,7.4
852,201511186,11,6,23,23,6,61,62,11/18/2015,Pace,6,17,Wilmington (Del.),10,23,0,1,1,6,1,4,1,8.2
1245,201811245,14,5,21,5,21,74,70,11/24/2018,New Haven,9,30,Concordia (N.Y.),5,24,1,0,1,6,1,4,1,9.2
2182,2011121028,7,28,18,28,18,86,84,12/10/2011,Chestnut Hill,9,22,Caldwell,5,16,1,0,1,6,1,4,1,9.6
723,201403167,9,7,10,7,10,79,77,3/16/2014,So. Connecticut,9,21,Franklin Pierce,5,15,1,0,1,6,1,4,1,9.6
4765,2019010526,14,26,20,20,26,78,81,1/5/2019,USciences,5,18,Bloomfield,9,24,0,1,1,6,1,4,1,9.7
2392,2012031315,7,15,20,15,20,75,70,3/13/2012,Stonehill,9,23,Bloomfield,5,17,1,0,1,6,1,4,1,9.7
149,200912021,5,1,5,1,5,72,65,12/2/2009,Saint Rose,8,23,New Haven,4,17,1,0,1,6,1,4,1,11.3
158,200912122,5,2,18,2,18,79,48,12/12/2009,Adelphi,8,20,Caldwell,4,14,1,0,1,6,1,4,1,11.4
3819,2016111111,12,11,19,11,19,80,61,11/11/2016,Merrimack,8,22,Post,4,16,1,0,1,6,1,4,1,11.4
1999,2011012922,6,22,28,28,22,54,69,1/29/2011,Nyack,4,14,Chestnut Hill,8,20,0,1,1,6,1,4,1,11.4
2981,2014020930,9,30,37,30,37,73,57,2/9/2014,Daemen,7,22,Queens (N.Y.),3,16,1,0,1,6,1,4,1,13
1932,2011010513,6,13,1,13,1,66,55,1/5/2011,Saint Michael's,7,15,Saint Rose,3,9,1,0,1,6,1,4,1,13.4
1949,2011011112,6,12,6,12,6,86,70,1/11/2011,Saint Anselm,7,20,Pace,3,14,1,0,1,6,1,4,1,13.6
2772,2013112628,9,28,23,23,28,62,63,11/26/2013,Chestnut Hill,3,11,Wilmington (Del.),7,17,0,1,1,6,1,4,1,13.9
2539,2013011218,8,18,19,19,18,57,60,1/12/2013,Caldwell,2,13,Post,6,19,0,1,1,6,1,4,1,16.2
1401,2008120839,4,39,17,17,39,73,87,12/8/2008,Molloy,2,7,Felician,6,13,0,1,1,6,1,4,1,17.6
5019,20081208512,4,39,17,17,39,73,87,12/8/2008,Molloy,2,7,Felician,6,13,0,1,1,6,1,4,1,17.6
4619,2018111039,14,39,13,13,39,88,93,11/10/2018,Molloy,8,36,Saint Michael's,12,30,0,1,0,6,1,4,1,17.8
2625,2013020622,8,22,18,22,18,48,45,2/6/2013,Nyack,5,20,Caldwell,1,14,1,0,1,6,1,4,1,17.9
574,201302061,8,1,4,4,1,62,79,2/6/2013,Saint Rose,1,8,Le Moyne,5,14,0,1,1,6,1,4,1,23.2
4176,2017022411,12,11,5,5,11,58,84,2/24/2017,Merrimack,5,27,New Haven,9,21,0,1,0,6,1,4,1,24.4
790,201501136,10,6,14,14,6,50,65,1/13/2015,Pace,5,24,So. New Hampshire,9,18,0,1,0,6,1,4,1,29.2
2698,2013030239,8,39,34,34,39,67,75,3/2/2013,Molloy,5,23,LIU Post,9,17,0,1,0,6,1,4,1,31.2
4810,2019011912,14,12,3,12,3,90,78,1/19/2019,Saint Anselm,12,19,American Int'l,8,25,1,0,0,6,1,4,1,31.2
2030,2011020931,6,31,39,39,31,56,61,2/9/2011,St. Thomas Aquinas,2,20,Molloy,6,14,0,1,0,6,1,4,1,32.9
1616,2009120814,5,14,11,11,14,92,101,12/8/2009,So. New Hampshire,8,24,Merrimack,12,18,0,1,0,6,1,4,1,33.4
115,200902219,4,9,6,9,6,85,77,2/21/2009,Bentley,7,23,Pace,12,29,1,0,0,6,0,5,0,11
4348,2017123031,13,31,2,31,2,92,75,12/30/2017,St. Thomas Aquinas,6,25,Adelphi,11,31,1,0,0,6,0,5,0,11.5
3383,2015022030,10,30,31,31,30,78,85,2/20/2015,Daemen,11,24,St. Thomas Aquinas,6,18,0,1,0,6,0,5,0,12.5
94,200901319,4,9,11,9,11,86,79,1/31/2009,Bentley,6,18,Merrimack,11,24,1,0,0,6,0,5,0,12.5
4831,2019012336,14,36,35,35,36,76,80,1/23/2019,NYIT,10,26,Mercy,5,20,0,1,0,6,0,5,0,13.5
1506,2009013112,4,12,8,8,12,78,88,1/31/2009,Saint Anselm,9,22,Assumption,4,16,0,1,0,6,0,5,0,15.9
3294,2015012928,10,28,23,23,28,69,75,1/29/2015,Chestnut Hill,9,21,Wilmington (Del.),4,15,0,1,0,6,0,5,0,16.2
621,201311231,9,1,4,1,4,98,97,11/23/2013,Saint Rose,4,10,Le Moyne,9,16,1,0,0,6,0,5,0,16.3
1341,201902238,14,8,15,8,15,59,53,2/23/2019,Assumption,2,20,Stonehill,7,26,1,0,0,6,0,5,0,16.9
2044,2011021518,6,18,21,18,21,89,84,2/15/2011,Caldwell,3,15,Concordia (N.Y.),8,21,1,0,0,6,0,5,0,18.1
5096,20100203502,5,31,32,32,31,74,75,2/3/2010,St. Thomas Aquinas,7,17,Bridgeport,2,11,0,1,0,6,0,5,0,23
883,201512198,11,8,25,25,8,80,94,12/19/2015,Assumption,15,36,Holy Family,20,42,0,1,1,6,1,5,1,5.9
2727,2013111038,9,38,10,10,38,86,105,11/10/2013,Dist. Columbia,8,25,Franklin Pierce,13,31,0,1,1,6,1,5,1,9.9
2413,2012111415,8,15,12,15,12,81,73,11/14/2012,Stonehill,11,28,Saint Anselm,6,22,1,0,1,6,1,5,1,12
3686,2016013017,11,17,28,17,28,65,62,1/30/2016,Felician,11,23,Chestnut Hill,6,17,1,0,1,6,1,5,1,12.5
654,201401083,9,3,10,3,10,68,65,1/8/2014,American Int'l,10,24,Franklin Pierce,5,18,1,0,1,6,1,5,1,13.9
4696,2018120812,14,12,9,12,9,84,74,12/8/2018,Saint Anselm,10,24,Bentley,5,18,1,0,1,6,1,5,1,13.9
31,200811224,4,4,5,4,5,64,61,11/22/2008,Le Moyne,10,20,New Haven,5,14,1,0,1,6,1,5,1,14.3
3003,2014021536,9,36,32,32,36,73,79,2/15/2014,NYIT,4,19,Bridgeport,9,25,0,1,1,6,1,5,1,14.9
1092,201702264,12,4,5,4,5,61,47,2/26/2017,Le Moyne,8,25,New Haven,3,19,1,0,1,6,1,5,1,16.2
2623,2013020616,8,16,19,19,16,65,81,2/6/2013,Dominican (N.Y.),4,15,Post,9,21,0,1,1,6,1,5,1,16.2
1452,2009010815,4,15,12,15,12,65,53,1/8/2009,Stonehill,8,24,Saint Anselm,3,18,1,0,1,6,1,5,1,16.6
4902,2019021215,14,15,13,15,13,80,59,2/12/2019,Stonehill,9,19,Saint Michael's,4,13,1,0,1,6,1,5,1,16.6
5049,20090216228,4,21,13,13,21,55,58,2/16/2009,Concordia (N.Y.),3,17,Saint Michael's,8,23,0,1,1,6,1,5,1,17.2
504,201211185,8,5,37,5,37,68,44,11/18/2012,New Haven,8,22,Queens (N.Y.),3,16,1,0,1,6,1,5,1,17.6
4528,2018021031,13,31,32,32,31,65,74,2/10/2018,St. Thomas Aquinas,3,16,Bridgeport,8,22,0,1,1,6,1,5,1,17.6
2577,2013012339,8,39,35,39,35,86,56,1/23/2013,Molloy,7,24,Mercy,2,18,1,0,1,6,1,5,1,18.1
5119,20110113157,6,34,35,34,35,98,64,1/13/2011,LIU Post,8,21,Mercy,3,15,1,0,1,6,1,5,1,18.1
2785,2013120231,9,31,17,17,31,67,74,12/2/2013,St. Thomas Aquinas,2,11,Felician,7,17,0,1,1,6,1,5,1,23
3360,2015021416,10,16,26,26,16,53,69,2/14/2015,Dominican (N.Y.),2,10,USciences,7,16,0,1,1,6,1,5,1,23.8
172,200913231,4,16,32,32,16,74,76,1/3/2009,Dominican (N.Y.),2,8,Bridgeport,7,14,0,1,1,6,1,5,1,25
393,201111302,7,2,1,2,1,60,56,11/30/2011,Adelphi,6,17,Saint Rose,1,11,1,0,1,6,1,5,1,26.2
1820,2010030115,5,15,2,2,15,58,59,3/1/2010,Stonehill,1,11,Adelphi,6,17,0,1,1,6,1,5,1,26.2
4256,2017112129,13,29,34,34,29,47,75,11/21/2017,Georgian Court,5,28,LIU Post,10,22,0,1,0,6,1,5,1,27.6
3495,2015112418,11,18,21,18,21,88,61,11/24/2015,Caldwell,9,21,Concordia (N.Y.),4,27,1,0,0,6,1,5,1,28.1
1033,201701107,12,7,11,7,11,89,65,1/10/2017,So. Connecticut,11,19,Merrimack,6,25,1,0,0,6,1,5,1,33.9
272,201012013,6,3,8,3,8,84,63,12/1/2010,American Int'l,10,18,Assumption,5,24,1,0,0,6,1,5,1,34.8
2723,2013111017,9,17,39,39,17,81,90,11/10/2013,Felician,10,18,Molloy,4,12,0,1,0,6,0,6,0,22.3
3072,2014111433,10,33,19,33,19,66,56,11/14/2014,Roberts Wesleyan,1,13,Post,7,19,1,0,0,6,0,6,0,29.1
737,201411217,10,7,17,7,17,123,81,11/21/2014,So. Connecticut,15,34,Felician,9,28,1,0,1,6,1,6,1,12
2716,2013110915,9,15,29,15,29,75,58,11/9/2013,Stonehill,13,30,Georgian Court,7,24,1,0,1,6,1,6,1,14.1
3839,2016111332,12,32,7,32,7,100,89,11/13/2016,Bridgeport,13,26,So. Connecticut,7,20,1,0,1,6,1,6,1,15
3377,2015021812,10,12,11,12,11,105,81,2/18/2015,Saint Anselm,12,28,Merrimack,6,22,1,0,1,6,1,6,1,15.6
3640,2016011625,11,25,23,25,23,83,55,1/16/2016,Holy Family,10,32,Wilmington (Del.),4,26,1,0,1,6,1,6,1,15.9
4285,2017120222,13,22,21,22,21,82,74,12/2/2017,Nyack,11,29,Concordia (N.Y.),5,23,1,0,1,6,1,6,1,16.2
1549,2009021836,4,36,34,34,36,81,102,2/18/2009,NYIT,6,20,LIU Post,12,26,0,1,1,6,1,6,1,16.2
2989,2014021128,9,28,24,24,28,78,79,2/11/2014,Chestnut Hill,6,15,Jefferson,12,21,0,1,1,6,1,6,1,17.1
768,201412215,10,5,9,9,5,63,74,12/21/2014,New Haven,5,18,Bentley,11,24,0,1,1,6,1,6,1,18
1814,2010022718,5,18,20,20,18,76,94,2/27/2010,Caldwell,5,16,Bloomfield,11,22,0,1,1,6,1,6,1,18.7
2678,2013022317,8,17,22,17,22,94,65,2/23/2013,Felician,10,20,Nyack,4,14,1,0,1,6,1,6,1,21.4
2209,2012010313,7,13,6,6,13,61,67,1/3/2012,Saint Michael's,3,17,Pace,9,23,0,1,1,6,1,6,1,21.5
4249,2017111932,13,32,11,32,11,98,79,11/19/2017,Bridgeport,9,21,Merrimack,3,15,1,0,1,6,1,6,1,22.9
571,201302026,8,6,15,15,6,58,61,2/2/2013,Pace,3,13,Stonehill,9,19,0,1,1,6,1,6,1,24.3
1359,2008111521,4,21,16,16,21,68,85,11/15/2008,Concordia (N.Y.),2,9,Dominican (N.Y.),8,15,0,1,1,6,1,6,1,31.1
2899,2014011823,9,23,20,20,23,63,79,1/18/2014,Wilmington (Del.),0,12,Bloomfield,6,18,0,1,1,6,1,6,1,33.3
388,201111228,7,8,7,8,7,92,78,11/22/2011,Assumption,13,20,So. Connecticut,7,26,1,0,0,6,1,6,1,38.1
3868,2016112215,12,15,11,11,15,75,77,11/22/2016,Stonehill,12,25,Merrimack,5,19,0,1,0,6,0,7,0,21.7
1332,201902166,14,6,2,2,6,77,87,2/16/2019,Pace,6,26,Adelphi,13,32,0,1,1,6,1,7,1,17.5
4724,2018121731,14,31,1,31,1,78,73,12/17/2018,St. Thomas Aquinas,12,26,Saint Rose,5,20,1,0,1,6,1,7,1,21.2
4050,2017012130,12,30,38,30,38,97,77,1/21/2017,Daemen,13,21,Dist. Columbia,6,15,1,0,1,6,1,7,1,21.9
836,201502243,10,3,7,3,7,95,87,2/24/2015,American Int'l,11,26,So. Connecticut,4,20,1,0,1,6,1,7,1,22.3
4743,2018123020,14,20,5,5,20,61,77,12/30/2018,Bloomfield,4,20,New Haven,11,26,0,1,1,6,1,7,1,22.3
4858,2019013038,14,38,32,38,32,91,81,1/30/2019,Dist. Columbia,11,25,Bridgeport,4,19,1,0,1,6,1,7,1,22.9
4783,2019011211,14,11,6,11,6,76,67,1/12/2019,Merrimack,11,22,Pace,4,16,1,0,1,6,1,7,1,25
943,201602136,11,6,3,3,6,64,72,2/13/2016,Pace,3,17,American Int'l,10,23,0,1,1,6,1,7,1,25.9
4727,2018121832,14,32,12,12,32,79,94,12/18/2018,Bridgeport,4,13,Saint Anselm,11,19,0,1,1,6,1,7,1,27.1
3243,2015011329,10,29,23,23,29,60,67,1/13/2015,Georgian Court,2,14,Wilmington (Del.),9,20,0,1,1,6,1,7,1,30.7
1179,201801272,13,2,15,2,15,97,89,1/27/2018,Adelphi,8,26,Stonehill,16,32,1,0,0,6,0,8,0,19.2
2956,2014020138,9,38,31,31,38,73,79,2/1/2014,Dist. Columbia,13,25,St. Thomas Aquinas,5,19,0,1,0,6,0,8,0,25.7
3312,2015013137,10,37,30,37,30,93,83,1/31/2015,Queens (N.Y.),15,31,Daemen,7,25,1,0,1,6,1,8,1,20.4
4447,2018012313,13,13,4,4,13,56,82,1/23/2018,Saint Michael's,6,24,Le Moyne,14,30,0,1,1,6,1,8,1,21.7
4780,2019011130,14,30,39,39,30,71,72,1/11/2019,Daemen,6,22,Molloy,14,28,0,1,1,6,1,8,1,22.7
2736,2013111510,9,10,34,10,34,102,82,11/15/2013,Franklin Pierce,13,26,LIU Post,5,20,1,0,1,6,1,8,1,25
4611,2018111012,14,12,20,12,20,101,69,11/10/2018,Saint Anselm,12,27,Bloomfield,4,21,1,0,1,6,1,8,1,25.4
2035,2011021210,6,10,12,10,12,85,67,2/12/2011,Franklin Pierce,13,24,Saint Anselm,5,18,1,0,1,6,1,8,1,26.4
4796,2019011610,14,10,6,10,6,86,78,1/16/2019,Franklin Pierce,11,26,Pace,3,20,1,0,1,6,1,8,1,27.3
100,200902086,4,6,13,6,13,72,65,2/8/2009,Pace,11,24,Saint Michael's,3,18,1,0,1,6,1,8,1,29.1
3375,2015021729,10,29,28,28,29,64,81,2/17/2015,Georgian Court,4,15,Chestnut Hill,12,21,0,1,1,6,1,8,1,30.4
